song_name,valence,energy,danceability,acousticness,tempo,liveness,mood
2 Weeks Later,0.366,0.539,0.752,0.139,140.91899999999998,0.324,Party
dread,0.29,0.82,0.685,0.0848,169.97,0.6509999999999999,Energetic
Dirty Teenz,0.603,0.86,0.3929999999999999,0.0192,160.09,0.331,Motivational
I'll Be Back,0.165,0.351,0.727,0.3279999999999999,141.934,0.1009999999999999,Sad
LOCKED UP,0.345,0.51,0.629,0.238,156.442,0.132,Chill
Heavensent,0.3329999999999999,0.705,0.578,0.552,136.047,0.0822,Chill
Beneath,0.115,0.825,0.7,0.183,130.019,0.107,Energetic
"IWonderWhoTookMyPlaceThisTime (Feat. Corpse Husband, ZOTiYAC, TMTTMF, Izzo Kenpachi)",0.0757,0.5579999999999999,0.523,0.5670000000000001,159.736,0.103,Chill
OVER,0.3429999999999999,0.6759999999999999,0.6709999999999999,0.0589,140.07,0.0674,Chill
Laps,0.114,0.4529999999999999,0.7559999999999999,0.0039,140.132,0.632,Party
Closure,0.0819,0.318,0.598,0.196,119.988,0.319,Sad
Psycho Pass,0.265,0.446,0.973,0.0303,115.039,0.121,Chill
Aahhyeahh,0.0611,0.67,0.631,0.0223,144.983,0.358,Chill
Red Bottom Sky,0.33,0.401,0.6920000000000001,0.73,120.336,0.0722,Chill
We up (feat. Bones),0.5,0.613,0.5720000000000001,0.0635,219.95,0.204,Chill
Yoshi City,0.2269999999999999,0.53,0.546,0.476,128.209,0.0955,Chill
On My Way Out,0.231,0.685,0.517,0.3879999999999999,190.036,0.0713,Chill
Dead to Me,0.251,0.754,0.792,0.385,120.0,0.165,Energetic
Polo Socks,0.217,0.631,0.545,0.0658,146.966,0.215,Chill
Uppercuts,0.6779999999999999,0.812,0.544,0.0185,183.529,0.481,Motivational
Will He,0.0872,0.217,0.618,0.836,116.014,0.5379999999999999,Sad
YEAH RIGHT,0.204,0.588,0.672,0.619,169.033,0.0992,Chill
If 6 Was 9,0.637,0.792,0.698,0.00132,138.974,0.124,Energetic
Sometimes I Tell Myself I'm Fine,0.0962,0.354,0.737,0.238,111.97,0.111,Sad
Mrs.,0.848,0.871,0.777,0.3289999999999999,145.024,0.521,Happy
Slave,0.518,0.701,0.861,0.155,125.996,0.0675,Party
"A$AP Forever REMIX (feat. Moby, T.I. & Kid Cudi)",0.3939999999999999,0.754,0.428,0.3,125.948,0.136,Chill
Philophobia,0.512,0.6659999999999999,0.664,0.0126,155.019,0.0891,Motivational
Frown,0.191,0.467,0.639,0.556,149.936,0.102,Chill
stagelights,0.672,0.427,0.657,0.772,124.996,0.0715,Chill
Trust Me,0.178,0.493,0.713,0.0558,140.015,0.129,Party
past life,0.106,0.563,0.652,0.0482,159.921,0.0801,Chill
Forever In My Mind,0.18,0.586,0.648,0.318,164.06599999999997,0.174,Chill
Why'd You Have to Go,0.246,0.522,0.531,0.139,145.005,0.185,Chill
Safety Nets,0.175,0.26,0.8340000000000001,0.797,199.938,0.114,Sad
satellites,0.141,0.465,0.665,0.00872,133.055,0.0952,Chill
18,0.207,0.629,0.632,0.183,179.882,0.344,Chill
2002 / Asia Interlude,0.1119999999999999,0.258,0.6729999999999999,0.7979999999999999,190.002,0.0919,Sad
Thotiana,0.2289999999999999,0.527,0.634,0.0393,153.97,0.3339999999999999,Chill
im so sick of this,0.17,0.387,0.7190000000000001,0.8909999999999999,135.064,0.114,Sad
Save That Shit,0.145,0.583,0.534,0.0262,211.99400000000003,0.421,Chill
Everything,0.635,0.685,0.607,0.193,145.0,0.12,Motivational
Bodybag (Feat. cold hart),0.154,0.522,0.531,0.00527,142.155,0.149,Chill
Love is Just a Lie,0.239,0.679,0.633,0.114,129.942,0.181,Chill
Angels,0.784,0.46,0.889,0.6859999999999999,177.97,0.0917,Chill
LIBERATE MY SOUL AS I REGAIN MY SANITY.,0.068,0.555,0.655,0.0499,119.894,0.498,Chill
Love Never Blossoms,0.614,0.57,0.8340000000000001,0.126,160.034,0.11,Party
Love Dies Fast,0.268,0.201,0.723,0.0648,159.971,0.124,Sad
demons in my orbit,0.0633,0.667,0.519,0.0148,182.158,0.0606,Chill
White Lies+++,0.0585,0.899,0.54,0.000606,169.898,0.127,Chill
wash away,0.3339999999999999,0.865,0.476,0.1669999999999999,155.148,0.109,Chill
Inner Peace,0.145,0.441,0.746,0.3979999999999999,159.967,0.099,Party
Bunch of Bones,0.351,0.47,0.545,0.025,205.386,0.106,Chill
Fading,0.2339999999999999,0.52,0.713,0.136,166.009,0.108,Party
life is just a cycle,0.0586,0.649,0.511,0.0141,158.039,0.12,Chill
Hopeless,0.183,0.375,0.7340000000000001,0.82,160.12,0.0922,Sad
ghostboy.,0.144,0.397,0.8490000000000001,0.475,128.988,0.111,Sad
Scared for You,0.1969999999999999,0.602,0.497,0.485,149.013,0.119,Chill
Bupropion,0.3,0.291,0.79,0.136,157.997,0.109,Sad
whatever it takes,0.345,0.545,0.711,0.4039999999999999,216.04,0.122,Party
Foul,0.21,0.3939999999999999,0.8240000000000001,0.0666,200.078,0.173,Sad
Did You Remember?,0.0767,0.43,0.4479999999999999,0.0427,135.939,0.251,Chill
The Renegade Never Dies,0.401,0.441,0.8740000000000001,0.562,158.06,0.0869,Party
Ain't Hard to Find Me,0.435,0.594,0.687,0.0115,168.083,0.236,Chill
Flesh,0.294,0.7,0.6659999999999999,0.0379,145.046,0.105,Chill
The Way Life Goes (feat. Oh Wonder),0.696,0.757,0.703,0.617,164.016,0.106,Energetic
Feel,0.257,0.457,0.8290000000000001,0.153,118.015,0.0772,Chill
Down,0.496,0.461,0.7190000000000001,0.00926,130.075,0.0869,Party
F.T.W.,0.726,0.466,0.7759999999999999,0.0377,160.054,0.1159999999999999,Chill
Off the Wall,0.29,0.59,0.675,0.152,150.95,0.146,Chill
Almost There,0.304,0.4039999999999999,0.727,0.0467,159.987,0.0691,Party
COLD,0.1009999999999999,0.732,0.777,0.0386,180.04,0.149,Party
FLEX ON FLEX OFF,0.248,0.505,0.866,0.0488,122.989,0.0903,Party
BASTARD,0.0999,0.574,0.636,0.00244,124.992,0.108,Chill
SAD PARTY,0.585,0.725,0.809,0.141,141.928,0.257,Party
Make It Through Fall,0.511,0.628,0.675,0.00997,179.99200000000002,0.0868,Motivational
Wonky,0.268,0.581,0.8590000000000001,0.0144,112.058,0.0812,Chill
If You Want to Take My Life,0.1889999999999999,0.516,0.685,0.07,153.923,0.0834,Chill
Listen If You Hate Someone,0.409,0.563,0.622,0.213,160.037,0.0861,Chill
Room 604,0.5589999999999999,0.753,0.5920000000000001,0.132,149.99,0.114,Motivational
Tell Me About It,0.23,0.5479999999999999,0.621,0.00291,180.164,0.103,Chill
Oh Darling,0.247,0.68,0.7240000000000001,0.267,159.994,0.118,Party
Violence,0.0395,0.674,0.615,0.147,219.992,0.296,Chill
Catastrophe,0.0765,0.351,0.38,0.0983,159.68200000000002,0.104,Sad
Anti-Grav,0.235,0.5489999999999999,0.639,0.0358,158.93200000000002,0.124,Chill
Numb,0.1009999999999999,0.6729999999999999,0.552,0.0626,124.985,0.268,Chill
December,0.358,0.594,0.713,0.143,119.968,0.395,Chill
Mysteryman 2,0.0748,0.772,0.628,0.34,119.973,0.115,Energetic
Feelings,0.0511,0.4579999999999999,0.6459999999999999,0.161,140.031,0.23,Chill
Smile,0.25,0.633,0.748,0.0203,123.069,0.12,Party
We Don't Speak Anymore,0.4379999999999999,0.836,0.615,0.00603,146.012,0.198,Energetic
Defeated,0.267,0.711,0.6940000000000001,0.187,170.055,0.127,Chill
Bad Habits,0.207,0.5589999999999999,0.455,0.243,167.82,0.115,Chill
Scars,0.471,0.5820000000000001,0.725,0.316,179.912,0.106,Party
Midnight Thoughts,0.624,0.39,0.703,0.416,159.768,0.178,Chill
Blow My Phone Up,0.294,0.34,0.7859999999999999,0.843,147.996,0.106,Sad
No Teeth,0.3979999999999999,0.648,0.705,0.00476,130.037,0.373,Party
Soul Collector,0.312,0.897,0.767,0.042,142.966,0.257,Energetic
Holy Ghost,0.151,0.971,0.6759999999999999,0.0948,219.96400000000003,0.2,Energetic
Neverless,0.433,0.972,0.621,0.043,200.066,0.331,Energetic
01000111 00110010 01000111 00101110,0.552,0.605,0.527,0.1939999999999999,172.206,0.262,Motivational
It Kept People Away,0.213,0.17,0.45,0.966,75.418,0.044,Sad
iPHoNe X (DiD THiS ShiT WHiLe I WaS SicK),0.126,0.597,0.8909999999999999,0.013,119.995,0.0949,Chill
Like a Lullaby,0.263,0.33,0.906,0.0139,143.028,0.105,Sad
Its Not Love,0.084,0.8290000000000001,0.31,0.126,179.435,0.174,Chill
Lockdown,0.188,0.372,0.664,0.203,130.017,0.11,Sad
WhyDoesNothingseemToLast?,0.3339999999999999,0.778,0.629,0.216,183.888,0.105,Energetic
The Feeling Of Loneliness Never Goes Away (Prod. Wakizashi),0.152,0.238,0.308,0.899,127.174,0.11,Sad
Grippin,0.68,0.535,0.628,0.023,159.939,0.0817,Chill
00101111 01001101 01001001 01000001,0.0339,0.485,0.584,0.8340000000000001,120.046,0.109,Chill
Legends Never Die,0.192,0.8270000000000001,0.57,0.1989999999999999,142.27100000000002,0.215,Chill
01000100 01010000 01010011 00101011,0.121,0.7909999999999999,0.54,0.0427,160.08,0.0859,Chill
I Think It's Time That I Emerge,0.38,0.332,0.875,0.396,123.964,0.0884,Sad
Infiltrate,0.153,0.823,0.8290000000000001,0.0566,140.014,0.487,Energetic
Ink Spills Words,0.113,0.501,0.49,0.802,150.0,0.1989999999999999,Chill
SAVE HER!,0.42,0.114,0.778,0.8220000000000001,130.04,0.366,Party
Ten (天),0.208,0.3429999999999999,0.928,0.165,113.984,0.114,Sad
i'd rather make music than fuck bitches,0.0309,0.589,0.84,0.0185,216.14,0.118,Party
Selfish Love,0.687,0.5479999999999999,0.6709999999999999,0.39,159.97799999999998,0.0985,Chill
BAD KID,0.0389,0.316,0.8859999999999999,0.0987,135.006,0.108,Sad
Glock In My Benz,0.484,0.716,0.6920000000000001,0.0065,154.388,0.0446,Chill
Fashion Killa,0.8109999999999999,0.8190000000000001,0.8009999999999999,0.292,139.969,0.515,Happy
Breakfast With the Moon,0.575,0.354,0.6970000000000001,0.892,156.014,0.0539,Chill
Blue Waves,0.7609999999999999,0.437,0.706,0.823,130.013,0.1009999999999999,Chill
Death Bed,0.348,0.431,0.726,0.731,144.026,0.696,Party
I Can't Sleep,0.363,0.479,0.805,0.182,160.908,0.346,Party
Scars on My Heart,0.469,0.483,0.652,0.931,156.534,0.0959,Chill
Sorry I Never Apologized,0.118,0.268,0.5429999999999999,0.5770000000000001,174.018,0.286,Sad
Canal St. (feat. Bones),0.524,0.583,0.696,0.308,137.079,0.0964,Chill
American Dream,0.6940000000000001,0.773,0.88,0.0264,207.954,0.213,Energetic
Flash Bang,0.805,0.71,0.812,0.0138,169.926,0.132,Happy
Do You Want to Taste the Blade,0.195,0.883,0.371,0.00374,146.836,0.3829999999999999,Chill
Ignorance II,0.37,0.812,0.34,0.0252,145.025,0.111,Chill
HATE ME,0.5670000000000001,0.747,0.574,0.04,160.143,0.934,Motivational
Stayawayfromme,0.492,0.946,0.53,0.0103,130.10299999999998,0.38,Chill
Manny,0.449,0.442,0.785,0.111,179.96099999999998,0.165,Party
Forget It,0.371,0.504,0.61,0.385,150.001,0.1639999999999999,Chill
Walk on Me,0.376,0.395,0.721,0.528,128.084,0.13,Sad
My Mistake,0.5379999999999999,0.8320000000000001,0.589,0.031,160.03,0.103,Motivational
Give You Up,0.246,0.488,0.451,0.182,130.101,0.074,Chill
Lite Brite,0.0398,0.573,0.643,0.259,120.033,0.0746,Chill
Breathe,0.354,0.472,0.6990000000000001,0.158,128.035,0.275,Chill
Closing My Eyes,0.506,0.237,0.8390000000000001,0.556,133.937,0.186,Chill
OUTSIDE,0.345,0.598,0.616,0.0254,165.88,0.115,Chill
Coke in the Bathroom,0.308,0.483,0.6829999999999999,0.0442,129.986,0.139,Chill
"bad mood, bad year",0.1169999999999999,0.847,0.416,0.0045,120.049,0.106,Chill
Gemini,0.43,0.605,0.5920000000000001,0.132,169.924,0.11,Chill
Madman,0.653,0.785,0.6629999999999999,0.0993,150.071,0.12,Energetic
Voodoo Walk,0.0512,0.7559999999999999,0.7959999999999999,0.0246,130.966,0.114,Energetic
Foreign Banz,0.16,0.496,0.5429999999999999,0.2019999999999999,140.035,0.1009999999999999,Chill
Slave To Perfection,0.2739999999999999,0.492,0.7190000000000001,0.0684,199.976,0.161,Party
Luvmeansdeath,0.23,0.6859999999999999,0.513,0.136,150.232,0.0959,Chill
Us Ft. Lil Peep & Lil Tracy,0.0607,0.58,0.5710000000000001,0.0128,149.127,0.108,Chill
Bones,0.248,0.7120000000000001,0.7070000000000001,0.049,119.9,0.136,Chill
CRUSHIN (feat. Travis Barker),0.358,0.885,0.498,0.0124,129.996,0.245,Chill
I Hope You Know I Mean It,0.475,0.536,0.602,0.0825,114.063,0.124,Chill
Overflow,0.175,0.654,0.649,0.7490000000000001,121.999,0.0975,Chill
Different,0.0559999999999999,0.732,0.5670000000000001,0.0506,199.983,0.0999,Chill
World Falls Apart,0.173,0.43,0.37,0.3429999999999999,173.58,0.358,Chill
Make It Through Fall,0.511,0.628,0.675,0.00997,179.99200000000002,0.0868,Motivational
Gerard Way,0.348,0.81,0.622,0.0012,145.018,0.0952,Energetic
K.,0.535,0.858,0.649,0.0278,184.034,0.0834,Energetic
Into the Trees,0.193,0.7959999999999999,0.4679999999999999,0.236,219.804,0.1369999999999999,Chill
Waste of Time,0.626,0.5670000000000001,0.657,0.0192,169.93099999999998,0.0761,Chill
enough,0.254,0.5589999999999999,0.598,0.637,145.822,0.1369999999999999,Chill
NIGHTRIDER,0.4429999999999999,0.6759999999999999,0.516,0.0618,136.02100000000002,0.3879999999999999,Chill
Dark Out ft. AzN (prod. Drago),0.315,0.537,0.5920000000000001,0.0208,160.05,0.0734,Chill
Last Night in LA,0.397,0.574,0.596,0.00129,132.001,0.115,Chill
In My Feelings,0.465,0.833,0.56,0.145,145.036,0.104,Chill
Stay Alive (feat. Fat Nick),0.496,0.7090000000000001,0.662,0.133,152.047,0.0969999999999999,Chill
Het,0.218,0.7440000000000001,0.619,0.0822,146.0,0.151,Chill
LEAVE,0.446,0.755,0.422,0.00483,180.1,0.0711,Chill
Can We Wait Here,0.469,0.7809999999999999,0.599,0.168,139.936,0.294,Chill
Autumn Collection,0.225,0.629,0.682,0.142,116.932,0.0881,Chill
Life is Beautiful,0.324,0.638,0.5329999999999999,0.0385,135.056,0.0758,Chill
Houdini,0.1689999999999999,0.504,0.5760000000000001,0.0014199999999999,129.903,0.1119999999999999,Chill
Valentine Kid,0.225,0.775,0.7390000000000001,0.24,122.047,0.121,Energetic
Problems,0.207,0.5579999999999999,0.64,0.000144,115.007,0.103,Chill
AngelDust,0.103,0.381,0.313,0.231,177.018,0.107,Sad
Reflection,0.0636,0.332,0.45,0.223,119.914,0.113,Sad
Used to,0.49,0.473,0.75,0.598,159.972,0.27,Party
For the Last Time,0.23,0.5329999999999999,0.8440000000000001,0.0735,140.078,0.0953,Party
This Again,0.146,0.406,0.787,0.176,114.012,0.0861,Chill
Stupid,0.295,0.742,0.527,0.0023,220.216,0.211,Chill
Han Solo,0.662,0.7909999999999999,0.8420000000000001,0.000521,149.025,0.0732,Energetic
"Everything Will Be Fine, I Promise",0.0384,0.489,0.362,0.511,135.379,0.1009999999999999,Chill
Ballgag,0.0415,0.607,0.64,0.00264,115.024,0.108,Chill
See Me Trying,0.214,0.6579999999999999,0.618,0.367,150.05,0.1009999999999999,Chill
Glisten,0.408,0.7120000000000001,0.648,0.667,145.10299999999998,0.106,Chill
Headphones,0.0686,0.5589999999999999,0.389,0.275,155.736,0.0929,Chill
Face It,0.147,0.349,0.679,0.591,124.999,0.111,Sad
Who? (feat. Shiloh Dynasty),0.292,0.7490000000000001,0.8390000000000001,0.4529999999999999,220.022,0.2239999999999999,Party
Wingriddenangel,0.151,0.508,0.266,0.0174,158.374,0.485,Chill
Skin,0.0653,0.573,0.2189999999999999,0.807,156.808,0.0341,Chill
Gnarly Bastard,0.474,0.757,0.305,0.124,164.82299999999998,0.5760000000000001,Chill
Sippinteainyohood,0.4629999999999999,0.87,0.655,0.0796,145.981,0.337,Energetic
Teeth (Interlude),0.0906,0.7020000000000001,0.531,0.731,127.632,0.218,Chill
FUCKKKK! (FUCKISUP),0.156,0.945,0.434,0.00125,136.511,0.397,Chill
Name in the Sand,0.501,0.6559999999999999,0.6459999999999999,0.0949,160.065,0.103,Motivational
Labyrinth,0.262,0.364,0.597,0.546,180.172,0.0713,Sad
Your Bullet's Won't Do Shit,0.544,0.878,0.7190000000000001,0.107,133.031,0.3939999999999999,Energetic
"MyHeart,ItHurts (feat. Chsr)",0.15,0.618,0.6629999999999999,0.0465,119.989,0.259,Chill
Silencethefeelings,0.217,0.3229999999999999,0.6679999999999999,0.0649,160.018,0.13,Sad
Hopes Up (feat. Dashboard Confessional),0.119,0.675,0.541,0.0249,139.92600000000002,0.0741,Chill
Everything Sucks,0.429,0.578,0.779,0.0553,172.03,0.124,Party
Kiss,0.163,0.769,0.346,0.00829,150.589,0.0815,Chill
Mobile Suit Fang,0.518,0.569,0.831,0.129,153.918,0.0969,Party
Amaterasu,0.505,0.546,0.782,0.0128,130.72799999999998,0.348,Party
Runaway,0.173,0.3339999999999999,0.879,0.00081,160.42700000000002,0.111,Sad
Xanny Bars 222,0.0331,0.4679999999999999,0.379,0.283,195.6,0.109,Chill
Every Day,0.2689999999999999,0.7809999999999999,0.462,0.0615,156.994,0.1009999999999999,Chill
Heart,0.143,0.351,0.6609999999999999,0.0348,159.988,0.0868,Sad
Siren Sounds,0.4629999999999999,0.878,0.601,0.0552,155.35399999999998,0.143,Energetic
Whitley,0.67,0.286,0.773,0.5379999999999999,119.986,0.172,Chill
Renegade IV,0.469,0.952,0.588,0.154,204.042,0.306,Chill
Renegade V,0.3389999999999999,0.5920000000000001,0.695,0.132,173.35,0.435,Chill
Growth Stunt,0.591,0.583,0.851,0.309,160.017,0.105,Party
If I Miss You,0.0936,0.39,0.8420000000000001,0.7120000000000001,114.988,0.103,Sad
Fuck the World,0.302,0.59,0.8079999999999999,0.0357,139.984,0.0955,Party
Handlebars,0.774,0.505,0.662,0.0087599999999999,120.02,0.607,Chill
Lizard Teeth 2,0.508,0.85,0.748,0.223,161.852,0.362,Energetic
jurassic,0.6409999999999999,0.5670000000000001,0.921,0.127,183.986,0.306,Party
Shiver,0.347,0.865,0.605,0.0208,160.14,0.0504,Energetic
Second Chances Aren't for Everyone Huh?,0.0392,0.775,0.546,0.1989999999999999,179.87400000000002,0.0889,Chill
EverythingJustHurts,0.0596,0.476,0.216,0.372,199.902,0.0719,Chill
Seven Deadly Sins,0.288,0.769,0.601,0.163,160.001,0.105,Energetic
Super Fun Time,0.7959999999999999,0.8220000000000001,0.815,0.0244,170.013,0.188,Happy
Bad Blood 2,0.158,0.795,0.6920000000000001,0.0356,119.963,0.102,Energetic
MADONNA (Feat. Kamiyada+),0.0745,0.487,0.845,0.0122,120.004,0.144,Party
You're A Lick,0.166,0.932,0.517,0.00307,141.129,0.405,Chill
GreyGods (feat. $Uicideboy$),0.359,0.674,0.7959999999999999,0.0186,160.029,0.0776,Party
GOSHA,0.5,0.462,0.8190000000000001,0.8140000000000001,159.873,0.318,Party
Spas12,0.14,0.6920000000000001,0.782,0.0196,187.838,0.0856,Party
Window Pane (feat. Kel Killuminati & Izzo Kenpachi),0.214,0.535,0.574,0.148,140.80200000000002,0.113,Chill
Scarlet King - prod. by The Virus And Antidote,0.47,0.785,0.623,0.0131,120.095,0.26,Energetic
Insomniac,0.352,0.492,0.65,0.000503,119.946,0.0492,Chill
INSIDIOUS II,0.073,0.8390000000000001,0.406,0.0055299999999999,153.414,0.121,Chill
MEAN MUGG,0.187,0.389,0.85,0.0229,130.077,0.0992,Sad
IWillNeverChange,0.424,0.8440000000000001,0.682,0.238,139.972,0.0833,Energetic
IKnowI'mNotAHero,0.444,0.679,0.6609999999999999,0.379,212.02,0.4429999999999999,Chill
NoSleepRemix,0.354,0.522,0.405,0.2319999999999999,147.898,0.255,Chill
DriftWood,0.0387,0.7340000000000001,0.6459999999999999,0.176,173.166,0.177,Chill
Mg42,0.0362,0.3879999999999999,0.732,0.0163,220.004,0.193,Sad
Ump45,0.0588,0.74,0.693,0.00757,119.985,0.361,Chill
Tar21,0.353,0.698,0.534,0.1159999999999999,179.90400000000002,0.126,Chill
Sk8 Head,0.583,0.946,0.638,0.186,170.03,0.3989999999999999,Energetic
My Flaws Burn Through My Skin Like Demonic Flames from Hell,0.0659,0.748,0.78,0.00448,125.974,0.115,Party
My Scars Are Like Evidence Being Mailed To The Judge,0.619,0.5479999999999999,0.7440000000000001,0.0195,136.10299999999998,0.102,Party
I Will Celebrate For Stepping On Broken Glass And Slipping On Stomach Soaked Floors,0.639,0.7759999999999999,0.754,0.0737,131.959,0.283,Energetic
Reach,0.171,0.591,0.461,0.0786,148.3,0.0565,Chill
Killer,0.509,0.5870000000000001,0.945,0.253,131.969,0.264,Party
Devil Speaks,0.1639999999999999,0.82,0.305,0.0475,172.935,0.196,Chill
Obsidian,0.263,0.565,0.482,0.295,145.55,0.262,Chill
Take Me Away,0.0426,0.685,0.634,0.162,110.152,0.0932,Chill
Death from Above,0.257,0.81,0.564,0.131,203.942,0.113,Chill
Twiy,0.92,0.471,0.8220000000000001,0.03,200.182,0.1159999999999999,Chill
Stick Out,0.615,0.853,0.77,0.0042,164.037,0.0936,Energetic
Florida Thang,0.141,0.852,0.8759999999999999,0.165,220.014,0.1,Energetic
Need-a-Hit,0.815,0.568,0.846,0.111,145.05200000000002,0.213,Party
Fbgm,0.813,0.976,0.762,0.482,163.024,0.1,Happy
Bag of Dope,0.2319999999999999,0.657,0.7659999999999999,0.0171,120.026,0.7140000000000001,Party
BLOODY SHOES,0.6809999999999999,0.669,0.805,0.000775,133.884,0.0926,Party
WET EM UP,0.772,0.6920000000000001,0.8109999999999999,0.00302,197.93,0.0599,Happy
BUSSDOWN,0.569,0.65,0.7959999999999999,0.0264,159.964,0.12,Party
SHAMELESS,0.769,0.638,0.757,0.0153,149.96,0.0876,Happy
Rocks,0.1159999999999999,0.581,0.653,0.2289999999999999,167.92,0.115,Chill
Bodybag,0.552,0.597,0.8140000000000001,0.0548,153.94299999999998,0.176,Party
Void,0.519,0.8540000000000001,0.767,0.1689999999999999,219.886,0.175,Energetic
CUTTHROAT SMILE,0.445,0.826,0.753,0.0641,149.954,0.356,Energetic
Evil Fantasy,0.655,0.7959999999999999,0.855,0.22,160.056,0.107,Energetic
Killin' on Demand,0.963,0.7290000000000001,0.888,0.00211,140.032,0.118,Happy
Light Yagami,0.652,0.4429999999999999,0.741,0.431,199.96400000000003,0.264,Chill
Sleep Above the Moon,0.115,0.317,0.504,0.742,139.774,0.4029999999999999,Sad
Static,0.409,0.992,0.5870000000000001,0.118,209.612,0.526,Chill
Super Massive Attack,0.446,0.6779999999999999,0.639,0.207,140.043,0.141,Chill
More Than Ever,0.0446,0.46,0.351,0.0012,179.748,0.225,Chill
ANXIOUS,0.491,0.449,0.665,0.225,154.996,0.111,Chill
World Without You,0.0992,0.34,0.703,0.645,215.886,0.106,Sad
Amends,0.537,0.5770000000000001,0.6609999999999999,0.128,140.991,0.14,Chill
DRUNK IN LOVE,0.218,0.471,0.6409999999999999,0.0359,165.90200000000002,0.275,Chill
REHAB,0.757,0.57,0.497,0.154,156.84799999999998,0.114,Chill
Old No. 7 - Feat. G-Eazy,0.0759,0.596,0.322,0.000101,180.132,0.107,Chill
Smoke,0.4029999999999999,0.865,0.605,0.162,151.99,0.161,Energetic
Icecold,0.46,0.609,0.62,0.15,150.012,0.0813,Chill
You Were Never a Threat,0.241,0.85,0.628,0.066,124.021,0.0963,Energetic
Dying Doesn't Sound So Bad,0.268,0.71,0.5670000000000001,0.000168,160.065,0.148,Chill
Welcome to Hell Pussy,0.3779999999999999,0.7909999999999999,0.7609999999999999,0.154,140.162,0.324,Energetic
33rd Blakk Glass,0.32,0.862,0.373,0.162,113.252,0.48,Chill
Aw Shit - Zillakami Solo,0.5,0.7290000000000001,0.705,0.0119,164.074,0.621,Party
